City,Date,Card Type,Exp Type,Gender,Amount,description
"Ahmedabad, India",2014-07-04,Gold,Food,M,227349,"Spent on Food using Gold in Ahmedabad, India"
"Bengaluru, India",2014-08-06,Gold,Grocery,M,46631,"Spent on Grocery using Gold in Bengaluru, India"
"Ahmedabad, India",2014-06-16,Gold,Grocery,M,7867,"Spent on Grocery using Gold in Ahmedabad, India"
"Bengaluru, India",2014-05-15,Platinum,Bills,M,152693,"Spent on Bills using Platinum in Bengaluru, India"
"Ahmedabad, India",2015-02-04,Signature,Bills,F,103906,"Spent on Bills using Signature in Ahmedabad, India"
"Ahmedabad, India",2014-11-23,Signature,Bills,F,196033,"Spent on Bills using Signature in Ahmedabad, India"
"Delhi, India",2014-06-02,Silver,Fuel,M,266243,"Spent on Fuel using Silver in Delhi, India"
"Greater Mumbai, India",2014-12-27,Platinum,Grocery,M,45584,"Spent on Grocery using Platinum in Greater Mumbai, India"
"Delhi, India",2014-04-06,Gold,Food,M,270525,"Spent on Food using Gold in Delhi, India"
"Greater Mumbai, India",2015-02-09,Silver,Food,F,181073,"Spent on Food using Silver in Greater Mumbai, India"
"Ahmedabad, India",2014-10-28,Platinum,Fuel,M,153548,"Spent on Fuel using Platinum in Ahmedabad, India"
"Delhi, India",2015-03-18,Silver,Bills,M,240211,"Spent on Bills using Silver in Delhi, India"
"Greater Mumbai, India",2013-10-11,Gold,Grocery,M,142725,"Spent on Grocery using Gold in Greater Mumbai, India"
"Bengaluru, India",2013-10-24,Signature,Bills,M,250495,"Spent on Bills using Signature in Bengaluru, India"
"Delhi, India",2014-01-15,Signature,Food,F,195523,"Spent on Food using Signature in Delhi, India"
"Greater Mumbai, India",2014-09-14,Silver,Bills,M,130203,"Spent on Bills using Silver in Greater Mumbai, India"
"Ahmedabad, India",2015-01-26,Signature,Grocery,M,55861,"Spent on Grocery using Signature in Ahmedabad, India"
"Ahmedabad, India",2013-11-16,Gold,Food,M,232578,"Spent on Food using Gold in Ahmedabad, India"
"Bengaluru, India",2014-05-05,Gold,Entertainment,F,109579,"Spent on Entertainment using Gold in Bengaluru, India"
"Delhi, India",2015-02-16,Silver,Fuel,M,198088,"Spent on Fuel using Silver in Delhi, India"
"Greater Mumbai, India",2015-03-03,Platinum,Bills,F,30185,"Spent on Bills using Platinum in Greater Mumbai, India"
"Delhi, India",2015-03-06,Signature,Grocery,F,59662,"Spent on Grocery using Signature in Delhi, India"
"Bengaluru, India",2014-12-27,Signature,Grocery,M,205334,"Spent on Grocery using Signature in Bengaluru, India"
"Delhi, India",2013-11-11,Platinum,Fuel,F,74559,"Spent on Fuel using Platinum in Delhi, India"
"Bengaluru, India",2013-11-14,Silver,Food,M,126931,"Spent on Food using Silver in Bengaluru, India"
"Ahmedabad, India",2014-07-02,Platinum,Food,F,98246,"Spent on Food using Platinum in Ahmedabad, India"
"Bengaluru, India",2015-03-18,Platinum,Fuel,M,10390,"Spent on Fuel using Platinum in Bengaluru, India"
"Bengaluru, India",2014-05-16,Silver,Bills,M,148675,"Spent on Bills using Silver in Bengaluru, India"
"Bengaluru, India",2014-03-26,Silver,Food,M,35797,"Spent on Food using Silver in Bengaluru, India"
"Greater Mumbai, India",2014-06-10,Silver,Grocery,M,139618,"Spent on Grocery using Silver in Greater Mumbai, India"
"Greater Mumbai, India",2014-01-28,Platinum,Food,M,234983,"Spent on Food using Platinum in Greater Mumbai, India"
"Ahmedabad, India",2014-07-05,Silver,Food,M,192160,"Spent on Food using Silver in Ahmedabad, India"
"Ahmedabad, India",2013-11-26,Platinum,Bills,F,121091,"Spent on Bills using Platinum in Ahmedabad, India"
"Bengaluru, India",2014-07-05,Signature,Fuel,F,241004,"Spent on Fuel using Signature in Bengaluru, India"
"Greater Mumbai, India",2015-01-12,Silver,Grocery,F,262542,"Spent on Grocery using Silver in Greater Mumbai, India"
"Delhi, India",2014-03-16,Signature,Entertainment,F,21226,"Spent on Entertainment using Signature in Delhi, India"
"Bengaluru, India",2014-07-14,Signature,Grocery,F,21387,"Spent on Grocery using Signature in Bengaluru, India"
"Delhi, India",2014-08-22,Platinum,Food,M,241399,"Spent on Food using Platinum in Delhi, India"
"Delhi, India",2015-05-15,Platinum,Grocery,M,21941,"Spent on Grocery using Platinum in Delhi, India"
"Ahmedabad, India",2014-09-27,Signature,Grocery,M,35671,"Spent on Grocery using Signature in Ahmedabad, India"
"Greater Mumbai, India",2013-11-01,Platinum,Fuel,M,283676,"Spent on Fuel using Platinum in Greater Mumbai, India"
"Ahmedabad, India",2015-03-18,Silver,Food,M,196038,"Spent on Food using Silver in Ahmedabad, India"
"Ahmedabad, India",2014-09-26,Signature,Fuel,M,220239,"Spent on Fuel using Signature in Ahmedabad, India"
"Bengaluru, India",2014-08-19,Signature,Entertainment,M,55659,"Spent on Entertainment using Signature in Bengaluru, India"
"Greater Mumbai, India",2014-06-23,Silver,Grocery,F,189544,"Spent on Grocery using Silver in Greater Mumbai, India"
"Greater Mumbai, India",2014-09-24,Gold,Grocery,M,207719,"Spent on Grocery using Gold in Greater Mumbai, India"
"Ahmedabad, India",2014-10-21,Signature,Bills,M,64743,"Spent on Bills using Signature in Ahmedabad, India"
"Bengaluru, India",2014-11-01,Silver,Fuel,M,109711,"Spent on Fuel using Silver in Bengaluru, India"
"Ahmedabad, India",2014-01-05,Gold,Bills,M,190231,"Spent on Bills using Gold in Ahmedabad, India"
"Ahmedabad, India",2013-10-20,Gold,Grocery,M,48619,"Spent on Grocery using Gold in Ahmedabad, India"
"Bengaluru, India",2014-08-06,Signature,Entertainment,F,272257,"Spent on Entertainment using Signature in Bengaluru, India"
"Greater Mumbai, India",2014-04-11,Platinum,Bills,F,112811,"Spent on Bills using Platinum in Greater Mumbai, India"
"Greater Mumbai, India",2015-04-08,Gold,Food,F,197640,"Spent on Food using Gold in Greater Mumbai, India"
"Ahmedabad, India",2014-01-19,Signature,Bills,F,207800,"Spent on Bills using Signature in Ahmedabad, India"
"Ahmedabad, India",2014-06-11,Platinum,Bills,M,248429,"Spent on Bills using Platinum in Ahmedabad, India"
"Delhi, India",2015-05-10,Platinum,Grocery,F,156218,"Spent on Grocery using Platinum in Delhi, India"
"Bengaluru, India",2013-12-20,Platinum,Fuel,M,105095,"Spent on Fuel using Platinum in Bengaluru, India"
"Delhi, India",2014-04-11,Silver,Fuel,M,269776,"Spent on Fuel using Silver in Delhi, India"
"Bengaluru, India",2014-03-21,Gold,Grocery,M,239548,"Spent on Grocery using Gold in Bengaluru, India"
"Greater Mumbai, India",2014-02-08,Gold,Grocery,M,182003,"Spent on Grocery using Gold in Greater Mumbai, India"
"Greater Mumbai, India",2015-02-24,Platinum,Fuel,F,46733,"Spent on Fuel using Platinum in Greater Mumbai, India"
"Ahmedabad, India",2014-07-25,Platinum,Grocery,F,225087,"Spent on Grocery using Platinum in Ahmedabad, India"
"Greater Mumbai, India",2014-06-27,Signature,Entertainment,M,297518,"Spent on Entertainment using Signature in Greater Mumbai, India"
"Ahmedabad, India",2015-03-10,Gold,Food,F,41665,"Spent on Food using Gold in Ahmedabad, India"
"Delhi, India",2014-12-26,Platinum,Fuel,F,36505,"Spent on Fuel using Platinum in Delhi, India"
"Ahmedabad, India",2014-10-19,Platinum,Fuel,F,32832,"Spent on Fuel using Platinum in Ahmedabad, India"
"Greater Mumbai, India",2014-10-09,Gold,Food,F,250794,"Spent on Food using Gold in Greater Mumbai, India"
"Bengaluru, India",2013-10-07,Gold,Bills,M,47228,"Spent on Bills using Gold in Bengaluru, India"
"Bengaluru, India",2015-03-14,Signature,Fuel,F,128178,"Spent on Fuel using Signature in Bengaluru, India"
"Delhi, India",2015-04-26,Signature,Food,F,145388,"Spent on Food using Signature in Delhi, India"
"Delhi, India",2014-10-25,Signature,Grocery,F,152430,"Spent on Grocery using Signature in Delhi, India"
"Delhi, India",2014-10-24,Silver,Fuel,F,251074,"Spent on Fuel using Silver in Delhi, India"
"Bengaluru, India",2015-04-10,Signature,Entertainment,F,291683,"Spent on Entertainment using Signature in Bengaluru, India"
"Delhi, India",2014-08-02,Silver,Entertainment,F,209476,"Spent on Entertainment using Silver in Delhi, India"
"Greater Mumbai, India",2014-11-01,Gold,Food,F,75069,"Spent on Food using Gold in Greater Mumbai, India"
"Ahmedabad, India",2015-04-06,Platinum,Grocery,F,22000,"Spent on Grocery using Platinum in Ahmedabad, India"
"Ahmedabad, India",2014-03-23,Platinum,Grocery,F,108304,"Spent on Grocery using Platinum in Ahmedabad, India"
"Ahmedabad, India",2014-03-06,Signature,Grocery,F,80782,"Spent on Grocery using Signature in Ahmedabad, India"
"Ahmedabad, India",2014-04-10,Gold,Bills,M,162154,"Spent on Bills using Gold in Ahmedabad, India"
"Bengaluru, India",2014-08-10,Silver,Fuel,F,175034,"Spent on Fuel using Silver in Bengaluru, India"
"Ahmedabad, India",2014-05-06,Gold,Food,M,24982,"Spent on Food using Gold in Ahmedabad, India"
"Greater Mumbai, India",2015-04-29,Silver,Bills,M,5427,"Spent on Bills using Silver in Greater Mumbai, India"
"Greater Mumbai, India",2015-02-24,Gold,Entertainment,F,11193,"Spent on Entertainment using Gold in Greater Mumbai, India"
"Delhi, India",2014-05-12,Platinum,Bills,F,36549,"Spent on Bills using Platinum in Delhi, India"
"Greater Mumbai, India",2014-02-14,Gold,Bills,F,24703,"Spent on Bills using Gold in Greater Mumbai, India"
"Ahmedabad, India",2014-07-28,Silver,Bills,M,217494,"Spent on Bills using Silver in Ahmedabad, India"
"Bengaluru, India",2014-04-02,Platinum,Bills,F,190334,"Spent on Bills using Platinum in Bengaluru, India"
"Delhi, India",2015-02-03,Silver,Bills,M,110522,"Spent on Bills using Silver in Delhi, India"
"Bengaluru, India",2014-06-01,Silver,Fuel,F,275097,"Spent on Fuel using Silver in Bengaluru, India"
"Greater Mumbai, India",2014-03-17,Platinum,Entertainment,F,171339,"Spent on Entertainment using Platinum in Greater Mumbai, India"
"Greater Mumbai, India",2015-01-16,Gold,Entertainment,F,57495,"Spent on Entertainment using Gold in Greater Mumbai, India"
"Ahmedabad, India",2015-05-09,Platinum,Grocery,M,108757,"Spent on Grocery using Platinum in Ahmedabad, India"
"Bengaluru, India",2014-12-07,Signature,Fuel,M,18847,"Spent on Fuel using Signature in Bengaluru, India"
"Bengaluru, India",2014-05-17,Gold,Bills,M,1103,"Spent on Bills using Gold in Bengaluru, India"
"Ahmedabad, India",2014-07-22,Silver,Food,M,119360,"Spent on Food using Silver in Ahmedabad, India"
"Ahmedabad, India",2014-09-07,Signature,Bills,F,162055,"Spent on Bills using Signature in Ahmedabad, India"
"Ahmedabad, India",2015-03-24,Silver,Bills,M,229333,"Spent on Bills using Silver in Ahmedabad, India"
"Delhi, India",2014-05-30,Platinum,Bills,M,51920,"Spent on Bills using Platinum in Delhi, India"
"Delhi, India",2014-09-22,Platinum,Entertainment,F,210833,"Spent on Entertainment using Platinum in Delhi, India"
"Greater Mumbai, India",2014-08-05,Signature,Bills,M,223941,"Spent on Bills using Signature in Greater Mumbai, India"
"Ahmedabad, India",2014-05-18,Platinum,Grocery,F,292956,"Spent on Grocery using Platinum in Ahmedabad, India"
"Ahmedabad, India",2015-02-07,Silver,Food,F,60466,"Spent on Food using Silver in Ahmedabad, India"
"Bengaluru, India",2014-07-14,Signature,Fuel,F,187697,"Spent on Fuel using Signature in Bengaluru, India"
"Delhi, India",2013-10-23,Signature,Food,M,271803,"Spent on Food using Signature in Delhi, India"
"Greater Mumbai, India",2014-11-10,Signature,Food,M,240551,"Spent on Food using Signature in Greater Mumbai, India"
"Ahmedabad, India",2015-01-04,Platinum,Grocery,F,38733,"Spent on Grocery using Platinum in Ahmedabad, India"
"Ahmedabad, India",2015-03-09,Platinum,Entertainment,M,49690,"Spent on Entertainment using Platinum in Ahmedabad, India"
"Bengaluru, India",2014-06-27,Silver,Fuel,F,70301,"Spent on Fuel using Silver in Bengaluru, India"
"Greater Mumbai, India",2013-11-11,Silver,Entertainment,F,107190,"Spent on Entertainment using Silver in Greater Mumbai, India"
"Greater Mumbai, India",2014-07-25,Signature,Fuel,M,113478,"Spent on Fuel using Signature in Greater Mumbai, India"
"Bengaluru, India",2014-06-12,Silver,Entertainment,M,122517,"Spent on Entertainment using Silver in Bengaluru, India"
"Greater Mumbai, India",2013-10-13,Silver,Fuel,F,281096,"Spent on Fuel using Silver in Greater Mumbai, India"
"Bengaluru, India",2015-03-04,Silver,Food,F,254191,"Spent on Food using Silver in Bengaluru, India"
"Ahmedabad, India",2015-05-23,Gold,Bills,M,222342,"Spent on Bills using Gold in Ahmedabad, India"
"Greater Mumbai, India",2014-02-06,Signature,Entertainment,M,139404,"Spent on Entertainment using Signature in Greater Mumbai, India"
"Delhi, India",2015-04-25,Silver,Bills,M,59984,"Spent on Bills using Silver in Delhi, India"
"Bengaluru, India",2014-06-06,Silver,Fuel,F,279450,"Spent on Fuel using Silver in Bengaluru, India"
"Bengaluru, India",2014-03-04,Gold,Entertainment,F,209691,"Spent on Entertainment using Gold in Bengaluru, India"
"Delhi, India",2015-04-27,Signature,Grocery,F,100311,"Spent on Grocery using Signature in Delhi, India"
"Delhi, India",2015-01-28,Silver,Grocery,F,19441,"Spent on Grocery using Silver in Delhi, India"
"Ahmedabad, India",2014-06-03,Platinum,Fuel,F,76150,"Spent on Fuel using Platinum in Ahmedabad, India"
"Ahmedabad, India",2014-05-18,Gold,Food,F,146154,"Spent on Food using Gold in Ahmedabad, India"
"Bengaluru, India",2014-04-23,Platinum,Grocery,M,122069,"Spent on Grocery using Platinum in Bengaluru, India"
"Delhi, India",2014-05-24,Gold,Entertainment,F,167517,"Spent on Entertainment using Gold in Delhi, India"
"Ahmedabad, India",2014-02-07,Signature,Entertainment,F,15485,"Spent on Entertainment using Signature in Ahmedabad, India"
"Delhi, India",2014-05-20,Gold,Bills,F,108608,"Spent on Bills using Gold in Delhi, India"
"Bengaluru, India",2015-02-11,Silver,Bills,F,277327,"Spent on Bills using Silver in Bengaluru, India"
"Greater Mumbai, India",2015-03-24,Signature,Bills,F,84617,"Spent on Bills using Signature in Greater Mumbai, India"
"Bengaluru, India",2014-03-02,Signature,Fuel,M,29121,"Spent on Fuel using Signature in Bengaluru, India"
"Greater Mumbai, India",2015-05-11,Silver,Food,M,113725,"Spent on Food using Silver in Greater Mumbai, India"
"Ahmedabad, India",2015-04-21,Silver,Fuel,F,209312,"Spent on Fuel using Silver in Ahmedabad, India"
"Bengaluru, India",2014-04-10,Gold,Food,F,44431,"Spent on Food using Gold in Bengaluru, India"
"Ahmedabad, India",2014-07-21,Platinum,Food,F,88938,"Spent on Food using Platinum in Ahmedabad, India"
"Greater Mumbai, India",2014-06-26,Gold,Bills,F,41623,"Spent on Bills using Gold in Greater Mumbai, India"
"Bengaluru, India",2014-11-14,Platinum,Bills,F,63966,"Spent on Bills using Platinum in Bengaluru, India"
"Ahmedabad, India",2014-12-13,Platinum,Entertainment,F,256339,"Spent on Entertainment using Platinum in Ahmedabad, India"
"Bengaluru, India",2015-01-21,Gold,Fuel,M,179182,"Spent on Fuel using Gold in Bengaluru, India"
"Delhi, India",2014-08-23,Gold,Entertainment,F,215964,"Spent on Entertainment using Gold in Delhi, India"
"Ahmedabad, India",2014-09-16,Signature,Entertainment,F,153229,"Spent on Entertainment using Signature in Ahmedabad, India"
"Bengaluru, India",2014-09-26,Gold,Grocery,M,2673,"Spent on Grocery using Gold in Bengaluru, India"
"Bengaluru, India",2014-08-20,Silver,Entertainment,M,119191,"Spent on Entertainment using Silver in Bengaluru, India"
"Greater Mumbai, India",2015-04-02,Silver,Fuel,F,78598,"Spent on Fuel using Silver in Greater Mumbai, India"
"Greater Mumbai, India",2014-01-17,Platinum,Grocery,M,249270,"Spent on Grocery using Platinum in Greater Mumbai, India"
"Greater Mumbai, India",2013-10-28,Signature,Grocery,F,44288,"Spent on Grocery using Signature in Greater Mumbai, India"
"Bengaluru, India",2013-11-01,Silver,Bills,M,247819,"Spent on Bills using Silver in Bengaluru, India"
"Ahmedabad, India",2015-04-04,Gold,Grocery,M,192534,"Spent on Grocery using Gold in Ahmedabad, India"
"Delhi, India",2014-07-24,Silver,Grocery,M,287642,"Spent on Grocery using Silver in Delhi, India"
"Bengaluru, India",2013-12-31,Signature,Grocery,F,185933,"Spent on Grocery using Signature in Bengaluru, India"
"Ahmedabad, India",2014-03-07,Signature,Grocery,F,292727,"Spent on Grocery using Signature in Ahmedabad, India"
"Bengaluru, India",2015-02-08,Signature,Food,F,104925,"Spent on Food using Signature in Bengaluru, India"
"Bengaluru, India",2014-11-04,Signature,Bills,M,198778,"Spent on Bills using Signature in Bengaluru, India"
"Bengaluru, India",2014-04-17,Signature,Bills,M,209592,"Spent on Bills using Signature in Bengaluru, India"
"Bengaluru, India",2014-04-13,Signature,Food,F,117364,"Spent on Food using Signature in Bengaluru, India"
"Delhi, India",2015-05-04,Gold,Food,M,288921,"Spent on Food using Gold in Delhi, India"
"Greater Mumbai, India",2014-08-16,Platinum,Grocery,F,275325,"Spent on Grocery using Platinum in Greater Mumbai, India"
"Ahmedabad, India",2013-12-20,Signature,Entertainment,F,63105,"Spent on Entertainment using Signature in Ahmedabad, India"
"Ahmedabad, India",2013-10-13,Silver,Entertainment,F,100961,"Spent on Entertainment using Silver in Ahmedabad, India"
"Bengaluru, India",2014-12-31,Platinum,Bills,M,216751,"Spent on Bills using Platinum in Bengaluru, India"
"Greater Mumbai, India",2014-04-28,Platinum,Entertainment,M,179301,"Spent on Entertainment using Platinum in Greater Mumbai, India"
"Ahmedabad, India",2015-01-26,Signature,Entertainment,M,1931,"Spent on Entertainment using Signature in Ahmedabad, India"
"Delhi, India",2015-03-23,Gold,Grocery,M,43932,"Spent on Grocery using Gold in Delhi, India"
"Ahmedabad, India",2014-11-21,Silver,Entertainment,M,94721,"Spent on Entertainment using Silver in Ahmedabad, India"
"Ahmedabad, India",2014-07-06,Silver,Grocery,M,77202,"Spent on Grocery using Silver in Ahmedabad, India"
"Delhi, India",2013-10-31,Platinum,Bills,M,77410,"Spent on Bills using Platinum in Delhi, India"
"Ahmedabad, India",2014-01-22,Gold,Fuel,M,224235,"Spent on Fuel using Gold in Ahmedabad, India"
"Greater Mumbai, India",2013-12-19,Signature,Fuel,F,255295,"Spent on Fuel using Signature in Greater Mumbai, India"
"Bengaluru, India",2014-02-14,Signature,Fuel,M,64506,"Spent on Fuel using Signature in Bengaluru, India"
"Greater Mumbai, India",2015-02-09,Signature,Food,F,275196,"Spent on Food using Signature in Greater Mumbai, India"
"Delhi, India",2014-09-04,Platinum,Fuel,M,291386,"Spent on Fuel using Platinum in Delhi, India"
"Delhi, India",2013-12-24,Gold,Food,F,138511,"Spent on Food using Gold in Delhi, India"
"Bengaluru, India",2015-02-08,Silver,Grocery,F,261524,"Spent on Grocery using Silver in Bengaluru, India"
"Ahmedabad, India",2014-01-28,Platinum,Bills,M,2568,"Spent on Bills using Platinum in Ahmedabad, India"
"Ahmedabad, India",2015-05-08,Silver,Entertainment,F,141927,"Spent on Entertainment using Silver in Ahmedabad, India"
"Bengaluru, India",2015-01-20,Gold,Bills,F,65659,"Spent on Bills using Gold in Bengaluru, India"
"Bengaluru, India",2013-10-29,Gold,Bills,M,282107,"Spent on Bills using Gold in Bengaluru, India"
"Bengaluru, India",2014-07-22,Gold,Entertainment,M,101893,"Spent on Entertainment using Gold in Bengaluru, India"
"Delhi, India",2014-01-18,Signature,Grocery,M,267490,"Spent on Grocery using Signature in Delhi, India"
"Bengaluru, India",2014-04-21,Gold,Food,F,197055,"Spent on Food using Gold in Bengaluru, India"
"Delhi, India",2015-05-15,Platinum,Food,M,171081,"Spent on Food using Platinum in Delhi, India"
"Greater Mumbai, India",2013-12-03,Platinum,Fuel,F,240695,"Spent on Fuel using Platinum in Greater Mumbai, India"
"Bengaluru, India",2014-07-20,Gold,Bills,M,105523,"Spent on Bills using Gold in Bengaluru, India"
"Bengaluru, India",2014-12-29,Silver,Bills,F,34019,"Spent on Bills using Silver in Bengaluru, India"
"Ahmedabad, India",2014-11-09,Signature,Fuel,M,165722,"Spent on Fuel using Signature in Ahmedabad, India"
"Bengaluru, India",2014-09-12,Gold,Fuel,M,242542,"Spent on Fuel using Gold in Bengaluru, India"
"Ahmedabad, India",2013-10-14,Gold,Food,F,47708,"Spent on Food using Gold in Ahmedabad, India"
"Delhi, India",2014-08-22,Silver,Entertainment,M,56175,"Spent on Entertainment using Silver in Delhi, India"
"Delhi, India",2015-04-20,Signature,Fuel,F,174300,"Spent on Fuel using Signature in Delhi, India"
"Greater Mumbai, India",2014-05-19,Silver,Food,M,17031,"Spent on Food using Silver in Greater Mumbai, India"
"Delhi, India",2013-12-13,Gold,Grocery,M,176592,"Spent on Grocery using Gold in Delhi, India"
"Delhi, India",2015-01-13,Gold,Fuel,F,184474,"Spent on Fuel using Gold in Delhi, India"
"Ahmedabad, India",2013-10-20,Platinum,Grocery,M,178894,"Spent on Grocery using Platinum in Ahmedabad, India"
"Bengaluru, India",2014-04-12,Gold,Bills,M,39237,"Spent on Bills using Gold in Bengaluru, India"
"Ahmedabad, India",2014-03-02,Signature,Food,M,81265,"Spent on Food using Signature in Ahmedabad, India"
"Bengaluru, India",2014-03-03,Gold,Entertainment,M,179392,"Spent on Entertainment using Gold in Bengaluru, India"
"Greater Mumbai, India",2014-12-05,Signature,Grocery,F,26314,"Spent on Grocery using Signature in Greater Mumbai, India"
"Delhi, India",2014-08-25,Platinum,Food,M,135605,"Spent on Food using Platinum in Delhi, India"
"Greater Mumbai, India",2013-12-13,Silver,Entertainment,F,58636,"Spent on Entertainment using Silver in Greater Mumbai, India"
"Delhi, India",2014-12-06,Silver,Fuel,M,279391,"Spent on Fuel using Silver in Delhi, India"
"Bengaluru, India",2014-07-15,Platinum,Grocery,M,150837,"Spent on Grocery using Platinum in Bengaluru, India"
"Bengaluru, India",2014-04-17,Platinum,Fuel,M,5316,"Spent on Fuel using Platinum in Bengaluru, India"
"Ahmedabad, India",2014-02-17,Signature,Food,M,26872,"Spent on Food using Signature in Ahmedabad, India"
"Ahmedabad, India",2014-01-12,Gold,Fuel,M,246848,"Spent on Fuel using Gold in Ahmedabad, India"
"Ahmedabad, India",2014-06-14,Signature,Entertainment,M,107163,"Spent on Entertainment using Signature in Ahmedabad, India"
"Bengaluru, India",2014-04-06,Platinum,Entertainment,M,207523,"Spent on Entertainment using Platinum in Bengaluru, India"
"Bengaluru, India",2014-08-14,Gold,Fuel,F,103688,"Spent on Fuel using Gold in Bengaluru, India"
"Delhi, India",2014-11-11,Platinum,Entertainment,M,299140,"Spent on Entertainment using Platinum in Delhi, India"
"Bengaluru, India",2013-11-30,Silver,Fuel,M,168065,"Spent on Fuel using Silver in Bengaluru, India"
"Greater Mumbai, India",2014-12-20,Silver,Fuel,F,139184,"Spent on Fuel using Silver in Greater Mumbai, India"
"Greater Mumbai, India",2015-02-28,Platinum,Fuel,F,139301,"Spent on Fuel using Platinum in Greater Mumbai, India"
"Delhi, India",2015-03-06,Signature,Food,M,179861,"Spent on Food using Signature in Delhi, India"
"Ahmedabad, India",2015-02-24,Platinum,Grocery,F,122103,"Spent on Grocery using Platinum in Ahmedabad, India"
"Ahmedabad, India",2013-12-02,Silver,Bills,M,256416,"Spent on Bills using Silver in Ahmedabad, India"
"Ahmedabad, India",2014-09-22,Platinum,Bills,M,168209,"Spent on Bills using Platinum in Ahmedabad, India"
"Greater Mumbai, India",2014-11-29,Gold,Food,F,5061,"Spent on Food using Gold in Greater Mumbai, India"
"Ahmedabad, India",2014-11-05,Signature,Fuel,M,116125,"Spent on Fuel using Signature in Ahmedabad, India"
"Bengaluru, India",2015-04-24,Signature,Fuel,M,127805,"Spent on Fuel using Signature in Bengaluru, India"
"Ahmedabad, India",2013-11-13,Signature,Bills,F,110331,"Spent on Bills using Signature in Ahmedabad, India"
"Delhi, India",2014-01-29,Silver,Bills,F,199318,"Spent on Bills using Silver in Delhi, India"
"Greater Mumbai, India",2014-03-26,Silver,Food,F,126447,"Spent on Food using Silver in Greater Mumbai, India"
"Greater Mumbai, India",2015-03-13,Platinum,Food,M,280207,"Spent on Food using Platinum in Greater Mumbai, India"
"Delhi, India",2015-04-14,Platinum,Fuel,F,134094,"Spent on Fuel using Platinum in Delhi, India"
"Greater Mumbai, India",2014-09-04,Platinum,Grocery,F,96453,"Spent on Grocery using Platinum in Greater Mumbai, India"
"Delhi, India",2014-08-12,Signature,Fuel,F,115427,"Spent on Fuel using Signature in Delhi, India"
"Greater Mumbai, India",2013-10-18,Signature,Fuel,M,14477,"Spent on Fuel using Signature in Greater Mumbai, India"
"Greater Mumbai, India",2014-05-20,Gold,Entertainment,F,60684,"Spent on Entertainment using Gold in Greater Mumbai, India"
"Bengaluru, India",2013-12-30,Signature,Fuel,F,201638,"Spent on Fuel using Signature in Bengaluru, India"
"Ahmedabad, India",2014-12-10,Gold,Entertainment,M,262938,"Spent on Entertainment using Gold in Ahmedabad, India"
"Ahmedabad, India",2015-01-27,Signature,Fuel,F,65223,"Spent on Fuel using Signature in Ahmedabad, India"
"Ahmedabad, India",2013-12-22,Gold,Food,M,188812,"Spent on Food using Gold in Ahmedabad, India"
"Greater Mumbai, India",2014-12-01,Gold,Entertainment,M,252934,"Spent on Entertainment using Gold in Greater Mumbai, India"
"Delhi, India",2013-10-10,Platinum,Food,M,3092,"Spent on Food using Platinum in Delhi, India"
"Ahmedabad, India",2014-06-28,Silver,Bills,M,278704,"Spent on Bills using Silver in Ahmedabad, India"
"Delhi, India",2015-02-24,Silver,Grocery,F,165213,"Spent on Grocery using Silver in Delhi, India"
"Ahmedabad, India",2014-02-18,Signature,Fuel,M,118906,"Spent on Fuel using Signature in Ahmedabad, India"
"Greater Mumbai, India",2013-11-21,Signature,Bills,M,285394,"Spent on Bills using Signature in Greater Mumbai, India"
"Bengaluru, India",2015-04-22,Signature,Bills,F,198546,"Spent on Bills using Signature in Bengaluru, India"
"Delhi, India",2015-03-07,Signature,Fuel,F,1420,"Spent on Fuel using Signature in Delhi, India"
"Delhi, India",2015-03-02,Signature,Fuel,F,152113,"Spent on Fuel using Signature in Delhi, India"
"Delhi, India",2013-12-19,Platinum,Bills,M,31603,"Spent on Bills using Platinum in Delhi, India"
"Delhi, India",2014-08-15,Silver,Food,F,113888,"Spent on Food using Silver in Delhi, India"
"Greater Mumbai, India",2014-01-20,Gold,Grocery,M,97239,"Spent on Grocery using Gold in Greater Mumbai, India"
"Delhi, India",2014-07-02,Signature,Food,M,222544,"Spent on Food using Signature in Delhi, India"
"Ahmedabad, India",2015-02-08,Signature,Grocery,M,57002,"Spent on Grocery using Signature in Ahmedabad, India"
"Delhi, India",2015-05-21,Gold,Food,F,49813,"Spent on Food using Gold in Delhi, India"
"Ahmedabad, India",2015-01-11,Signature,Entertainment,M,217196,"Spent on Entertainment using Signature in Ahmedabad, India"
"Delhi, India",2014-11-28,Platinum,Food,F,57202,"Spent on Food using Platinum in Delhi, India"
"Delhi, India",2013-11-20,Gold,Grocery,F,107664,"Spent on Grocery using Gold in Delhi, India"
"Ahmedabad, India",2014-04-04,Gold,Bills,M,113278,"Spent on Bills using Gold in Ahmedabad, India"
"Delhi, India",2014-06-19,Signature,Bills,M,18316,"Spent on Bills using Signature in Delhi, India"
"Ahmedabad, India",2015-04-27,Platinum,Entertainment,F,207868,"Spent on Entertainment using Platinum in Ahmedabad, India"
"Delhi, India",2014-10-03,Platinum,Entertainment,F,41888,"Spent on Entertainment using Platinum in Delhi, India"
"Delhi, India",2014-11-27,Gold,Grocery,F,46808,"Spent on Grocery using Gold in Delhi, India"
"Greater Mumbai, India",2013-11-04,Platinum,Grocery,F,106503,"Spent on Grocery using Platinum in Greater Mumbai, India"
